epoch	loss	time
0	0.000451083409289519	153.51506805419922
1	0.0004703448588649432	148.52725887298584
2	0.00038935527888437114	149.06984686851501
3	0.00036320688078800837	143.3389916419983
4	0.00036033814648787183	144.32590770721436
.000467828049014012	143.1648771762848
6	0.0004753278580804666	140.10175037384033
7	0.00046646123255292575	142.0695025920868
8	0.0004229298681020737	141.62251782417297
